15/12/2015,11,14,15,19,27,35
19/12/2015,5,18,19,20,27,35
22/12/2015,9,11,22,29,31,33
26/12/2015,7,11,15,18,34,35
29/12/2015,1,6,8,10,27,34
02/01/2016,8,10,19,29,37,39
05/01/2016,5,6,13,31,33,39
09/01/2016,7,17,28,34,37,39
12/01/2016,2,10,13,26,35,39
16/01/2016,11,13,27,29,30,31
19/01/2016,10,12,20,23,31,36
23/01/2016,1,10,19,24,32,35
26/01/2016,6,17,20,24,26,28
30/01/2016,2,3,7,22,25,30
02/02/2016,14,19,21,25,34,35
06/02/2016,4,6,11,18,19,22
09/02/2016,2,5,15,18,21,22
13/02/2016,2,3,15,27,30,35
16/02/2016,3,4,8,12,27,38
20/02/2016,5,7,13,27,28,30
23/02/2016,7,15,22,27,37,39
27/02/2016,2,3,9,29,30,38
01/03/2016,8,24,25,26,30,32
05/03/2016,10,12,16,28,32,38
08/03/2016,6,7,9,22,28,35
12/03/2016,6,20,24,35,36,37
15/03/2016,12,15,21,22,35,36
19/03/2016,1,15,23,26,29,30
22/03/2016,9,21,28,30,31,38
26/03/2016,8,10,12,21,22,31
29/03/2016,9,21,24,28,31,36
02/04/2016,4,8,9,12,21,24
05/04/2016,23,26,28,31,32,36
09/04/2016,1,8,18,20,22,37
12/04/2016,3,4,19,27,36,37
16/04/2016,7,12,13,14,21,29
19/04/2016,5,8,14,22,26,28
23/04/2016,1,2,5,13,18,20
26/04/2016,4,5,6,13,31,32
30/04/2016,3,6,12,20,23,37
03/05/2016,1,13,15,26,29,34
07/05/2016,4,6,14,26,36,37
10/05/2016,7,11,14,16,17,23
14/05/2016,4,22,23,31,32,38
17/05/2016,10,11,15,16,32,35
21/05/2016,4,28,29,33,34,38
24/05/2016,5,9,14,18,20,25
28/05/2016,2,4,8,20,27,31
31/05/2016,13,16,24,28,37,39
04/06/2016,4,15,16,21,23,26
07/06/2016,7,8,18,19,23,31
11/06/2016,8,9,13,14,21,30
14/06/2016,2,5,7,15,19,23
18/06/2016,3,4,22,24,29,32
21/06/2016,3,8,12,29,32,33
25/06/2016,10,15,22,27,31,32
28/06/2016,5,8,11,14,17,28
02/07/2016,1,7,8,10,22,33
05/07/2016,3,4,8,26,29,33
09/07/2016,2,6,14,21,31,35
12/07/2016,6,7,11,27,37,39
16/07/2016,4,14,17,22,26,29
19/07/2016,11,24,25,27,30,34
23/07/2016,13,18,21,31,33,36
26/07/2016,11,14,16,28,38,39
30/07/2016,2,5,11,16,27,32
02/08/2016,1,15,17,29,30,35
06/08/2016,10,12,13,18,27,36
09/08/2016,1,10,26,29,33,38
13/08/2016,4,12,21,30,33,36
16/08/2016,13,15,29,31,32,36
20/08/2016,1,4,10,25,30,33
23/08/2016,3,24,25,27,34,35
27/08/2016,3,7,10,17,28,37
30/08/2016,11,16,26,27,35,36
03/09/2016,2,23,27,28,36,37
06/09/2016,7,15,19,26,36,38
10/09/2016,5,6,7,18,36,39
13/09/2016,7,11,17,31,34,38
17/09/2016,4,14,16,18,27,36
20/09/2016,6,13,21,27,32,36
24/09/2016,4,8,18,25,27,28
27/09/2016,12,13,16,20,21,22
01/10/2016,3,8,11,16,18,34
04/10/2016,8,19,20,25,26,39
08/10/2016,4,5,7,14,21,26
11/10/2016,4,6,21,25,34,36
15/10/2016,13,17,20,25,35,38
18/10/2016,4,8,15,21,26,32
22/10/2016,2,18,19,26,28,31
25/10/2016,5,11,16,20,30,34
29/10/2016,9,10,19,21,28,33
01/11/2016,7,10,12,27,32,39
05/11/2016,1,11,12,22,33,34
08/11/2016,18,24,28,29,34,38
12/11/2016,7,23,31,35,37,39
15/11/2016,1,13,15,26,32,39
19/11/2016,1,7,10,11,18,19
22/11/2016,1,4,6,12,16,20
26/11/2016,1,12,13,26,38,39
29/11/2016,4,6,9,16,35,36
03/12/2016,1,7,14,17,33,35
06/12/2016,8,15,23,24,25,32
10/12/2016,7,13,17,23,28,31
13/12/2016,8,12,19,30,31,39
17/12/2016,2,6,15,20,22,30
20/12/2016,7,22,24,25,28,29
24/12/2016,2,10,24,30,38,39
27/12/2016,21,22,26,30,35,36
31/12/2016,1,3,10,11,29,39
03/01/2017,11,18,22,28,30,38
07/01/2017,16,17,18,23,30,34
10/01/2017,1,2,6,13,29,32
14/01/2017,3,15,26,27,35,37
17/01/2017,16,18,22,25,32,37
21/01/2017,8,11,15,20,36,37
24/01/2017,6,13,15,28,31,34
28/01/2017,4,5,22,23,24,36
31/01/2017,3,4,11,36,38,39
04/02/2017,5,9,20,33,34,39
07/02/2017,5,6,20,26,28,37
11/02/2017,2,5,8,18,25,31
14/02/2017,11,24,26,27,35,38
18/02/2017,2,8,12,22,23,30
21/02/2017,1,8,9,13,36,37
25/02/2017,6,13,20,27,28,35
28/02/2017,2,7,8,16,32,38
04/03/2017,4,26,32,34,38,39
07/03/2017,9,18,21,23,24,38
11/03/2017,5,17,20,21,28,32
14/03/2017,14,21,22,23,25,32
18/03/2017,8,17,23,27,33,38
21/03/2017,6,13,14,18,24,26
25/03/2017,1,6,9,25,32,35
28/03/2017,2,6,11,24,32,35
01/04/2017,15,17,23,24,26,27
04/04/2017,2,11,15,18,19,25
08/04/2017,1,15,25,30,34,36
11/04/2017,22,25,26,29,33,38
15/04/2017,2,4,9,12,19,21
18/04/2017,7,15,28,29,34,37
22/04/2017,2,5,16,18,21,27
25/04/2017,8,17,22,27,31,38
29/04/2017,9,13,16,20,22,34
02/05/2017,2,11,20,25,26,38
06/05/2017,11,16,24,32,34,35
09/05/2017,2,11,17,20,28,34
13/05/2017,11,16,24,33,37,38
16/05/2017,1,4,12,21,31,38
20/05/2017,8,9,16,29,36,37
23/05/2017,9,14,17,18,30,35
27/05/2017,1,17,25,27,28,38
30/05/2017,1,6,28,29,36,38
03/06/2017,4,10,13,23,36,39
06/06/2017,2,5,6,13,28,31
10/06/2017,2,3,13,26,30,31
13/06/2017,5,16,21,30,32,37
17/06/2017,2,4,11,14,25,37
